source_path,ean,ext,size,mtime,match_score,target_path
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kurti Pant\Sleek Kurti Pant 649\La Burgandy 5.webp,8903289143746,.webp,93442,1762688227.5233157,0.4444444444444444,D:\shopping-admin\public\new-images\8903289143746.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kurti Pant\Sleek Kurti Pant 649\Anthrazite Grey 6.webp,8903289143807,.webp,122130,1762688226.8032162,0.4444444444444444,D:\shopping-admin\public\new-images\8903289143807.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\T- Shirts\Slim fit\Active T-Shirt\Red 6.webp,8903289144286,.webp,92764,1762688251.865538,0.5714285714285714,D:\shopping-admin\public\new-images\8903289144286.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\T- Shirts\Slim fit\Active T-Shirt\Carbon Grey 6.webp,8903289144330,.webp,134450,1762688251.816806,0.625,D:\shopping-admin\public\new-images\8903289144330.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\T- Shirts\Slim fit\Active T-Shirt\Black 7.webp,8903289145276,.webp,68740,1762688251.7691588,0.5714285714285714,D:\shopping-admin\public\new-images\8903289145276.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Leggings\Shimmer 749\Sun Shine 6.webp,8903289147126,.webp,187022,1762688236.2948148,0.5,D:\shopping-admin\public\new-images\8903289147126.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Saree Shaper --- 899\Gold Mine 6.webp,8903289148826,.webp,191482,1762688247.4424489,0.5,D:\shopping-admin\public\new-images\8903289148826.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Straight Fit Saree Shaper -- 799\Black Pearl 7.webp,8903289148888,.webp,55062,1762688248.5634582,0.4,D:\shopping-admin\public\new-images\8903289148888.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Straight Fit Saree Shaper -- 799\Silver Coin 7.webp,8903289148949,.webp,131046,1762688248.944127,0.4,D:\shopping-admin\public\new-images\8903289148949.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\T- Shirts\Crop Top\Crop top tee\Amber Flower 7.webp,8903289152410,.webp,192814,1762688250.39242,0.3333333333333333,D:\shopping-admin\public\new-images\8903289152410.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Saree Shaper --- 899\Blue Diamond 6.webp,8903289154001,.webp,203468,1762688247.0450842,0.5,D:\shopping-admin\public\new-images\8903289154001.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Saree Shaper --- 899\Watermelon.webp,8903289154018,.webp,30948,1762688248.33149,0.2857142857142857,D:\shopping-admin\public\new-images\8903289154018.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Saree Shaper --- 899\Navy Gloss 6.webp,8903289154063,.webp,110704,1762688247.6107447,0.5,D:\shopping-admin\public\new-images\8903289154063.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Saree Shaper --- 899\Valentine 6.webp,8903289154124,.webp,108518,1762688248.2713025,0.42857142857142855,D:\shopping-admin\public\new-images\8903289154124.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Saree Shaper --- 899\Red Velvet 6.webp,8903289154186,.webp,134786,1762688247.9098458,0.5,D:\shopping-admin\public\new-images\8903289154186.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Straight Fit Saree Shaper -- 799\Glam Pink 7.webp,8903289154254,.webp,165124,1762688248.62272,0.4,D:\shopping-admin\public\new-images\8903289154254.webp
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Shapers\Saree Shaper --- 899\Gold Dust 6.webp,8903289154308,.webp,211418,1762688247.3984745,0.5,D:\shopping-admin\public\new-images\8903289154308.webp
