source_path,ext,size,mtime,stem,last,penult,name_key,name_key_norm,direct_ean,tokens_a,tokens_b,tokens_c,ean,match_score,ean_valid
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Anthrazite Grey 1.webp,.webp,44964,1762688222.8905988,Anthrazite Grey 1,Innerwear,Kids,Kids Innerwear Anthrazite Grey,kids innerwear anthrazite grey,,"['anthrazite', 'grey', '1']","['innerwear', 'anthrazite', 'grey', '1']","['kids', 'innerwear', 'anthrazite', 'grey', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Anthrazite Grey 2.webp,.webp,29838,1762688222.928522,Anthrazite Grey 2,Innerwear,Kids,Kids Innerwear Anthrazite Grey,kids innerwear anthrazite grey,,"['anthrazite', 'grey', '2']","['innerwear', 'anthrazite', 'grey', '2']","['kids', 'innerwear', 'anthrazite', 'grey', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Anthrazite Grey 3.webp,.webp,31200,1762688222.939756,Anthrazite Grey 3,Innerwear,Kids,Kids Innerwear Anthrazite Grey,kids innerwear anthrazite grey,,"['anthrazite', 'grey', '3']","['innerwear', 'anthrazite', 'grey', '3']","['kids', 'innerwear', 'anthrazite', 'grey', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Anthrazite Grey 4.webp,.webp,89122,1762688222.9577959,Anthrazite Grey 4,Innerwear,Kids,Kids Innerwear Anthrazite Grey,kids innerwear anthrazite grey,,"['anthrazite', 'grey', '4']","['innerwear', 'anthrazite', 'grey', '4']","['kids', 'innerwear', 'anthrazite', 'grey', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Anthrazite Grey 5.webp,.webp,21722,1762688222.9717076,Anthrazite Grey 5,Innerwear,Kids,Kids Innerwear Anthrazite Grey,kids innerwear anthrazite grey,,"['anthrazite', 'grey', '5']","['innerwear', 'anthrazite', 'grey', '5']","['kids', 'innerwear', 'anthrazite', 'grey', '5']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Cherry Berry 1.webp,.webp,44724,1762688223.0455785,Secura shorts - Cherry Berry 1,Innerwear,Kids,Kids Innerwear Secura shorts - Cherry Berry,kids innerwear secura shorts cherry berry,,"['secura', 'shorts', 'cherry', 'berry', '1']","['innerwear', 'secura', 'shorts', 'cherry', 'berry', '1']","['kids', 'innerwear', 'secura', 'shorts', 'cherry', 'berry', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Cherry Berry 2.webp,.webp,33458,1762688223.0568483,Secura shorts - Cherry Berry 2,Innerwear,Kids,Kids Innerwear Secura shorts - Cherry Berry,kids innerwear secura shorts cherry berry,,"['secura', 'shorts', 'cherry', 'berry', '2']","['innerwear', 'secura', 'shorts', 'cherry', 'berry', '2']","['kids', 'innerwear', 'secura', 'shorts', 'cherry', 'berry', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Cherry Berry 3.webp,.webp,19024,1762688223.071816,Secura shorts - Cherry Berry 3,Innerwear,Kids,Kids Innerwear Secura shorts - Cherry Berry,kids innerwear secura shorts cherry berry,,"['secura', 'shorts', 'cherry', 'berry', '3']","['innerwear', 'secura', 'shorts', 'cherry', 'berry', '3']","['kids', 'innerwear', 'secura', 'shorts', 'cherry', 'berry', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Cherry Berry 4.webp,.webp,19060,1762688223.0826213,Secura shorts - Cherry Berry 4,Innerwear,Kids,Kids Innerwear Secura shorts - Cherry Berry,kids innerwear secura shorts cherry berry,,"['secura', 'shorts', 'cherry', 'berry', '4']","['innerwear', 'secura', 'shorts', 'cherry', 'berry', '4']","['kids', 'innerwear', 'secura', 'shorts', 'cherry', 'berry', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Cherry Berry 5.webp,.webp,47592,1762688223.100258,Secura shorts - Cherry Berry 5,Innerwear,Kids,Kids Innerwear Secura shorts - Cherry Berry,kids innerwear secura shorts cherry berry,,"['secura', 'shorts', 'cherry', 'berry', '5']","['innerwear', 'secura', 'shorts', 'cherry', 'berry', '5']","['kids', 'innerwear', 'secura', 'shorts', 'cherry', 'berry', '5']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Dark Chocolate 1.webp,.webp,44878,1762688223.1152296,Secura shorts - Dark Chocolate 1,Innerwear,Kids,Kids Innerwear Secura shorts - Dark Chocolate,kids innerwear secura shorts dark chocolate,,"['secura', 'shorts', 'dark', 'chocolate', '1']","['innerwear', 'secura', 'shorts', 'dark', 'chocolate', '1']","['kids', 'innerwear', 'secura', 'shorts', 'dark', 'chocolate', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Dark Chocolate 2.webp,.webp,70348,1762688223.1268437,Secura shorts - Dark Chocolate 2,Innerwear,Kids,Kids Innerwear Secura shorts - Dark Chocolate,kids innerwear secura shorts dark chocolate,,"['secura', 'shorts', 'dark', 'chocolate', '2']","['innerwear', 'secura', 'shorts', 'dark', 'chocolate', '2']","['kids', 'innerwear', 'secura', 'shorts', 'dark', 'chocolate', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Dark Chocolate 3.webp,.webp,18898,1762688223.1370368,Secura shorts - Dark Chocolate 3,Innerwear,Kids,Kids Innerwear Secura shorts - Dark Chocolate,kids innerwear secura shorts dark chocolate,,"['secura', 'shorts', 'dark', 'chocolate', '3']","['innerwear', 'secura', 'shorts', 'dark', 'chocolate', '3']","['kids', 'innerwear', 'secura', 'shorts', 'dark', 'chocolate', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Dark Chocolate 4.webp,.webp,63600,1762688223.1515555,Secura shorts - Dark Chocolate 4,Innerwear,Kids,Kids Innerwear Secura shorts - Dark Chocolate,kids innerwear secura shorts dark chocolate,,"['secura', 'shorts', 'dark', 'chocolate', '4']","['innerwear', 'secura', 'shorts', 'dark', 'chocolate', '4']","['kids', 'innerwear', 'secura', 'shorts', 'dark', 'chocolate', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura shorts - Dark Chocolate 5.webp,.webp,18396,1762688223.163932,Secura shorts - Dark Chocolate 5,Innerwear,Kids,Kids Innerwear Secura shorts - Dark Chocolate,kids innerwear secura shorts dark chocolate,,"['secura', 'shorts', 'dark', 'chocolate', '5']","['innerwear', 'secura', 'shorts', 'dark', 'chocolate', '5']","['kids', 'innerwear', 'secura', 'shorts', 'dark', 'chocolate', '5']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura Shorts - Navy Classic 1.webp,.webp,44894,1762688223.2400622,Secura Shorts - Navy Classic 1,Innerwear,Kids,Kids Innerwear Secura Shorts - Navy Classic,kids innerwear secura shorts navy classic,,"['secura', 'shorts', 'navy', 'classic', '1']","['innerwear', 'secura', 'shorts', 'navy', 'classic', '1']","['kids', 'innerwear', 'secura', 'shorts', 'navy', 'classic', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura Shorts - Navy Classic 2.webp,.webp,64514,1762688223.2464035,Secura Shorts - Navy Classic 2,Innerwear,Kids,Kids Innerwear Secura Shorts - Navy Classic,kids innerwear secura shorts navy classic,,"['secura', 'shorts', 'navy', 'classic', '2']","['innerwear', 'secura', 'shorts', 'navy', 'classic', '2']","['kids', 'innerwear', 'secura', 'shorts', 'navy', 'classic', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura Shorts - Navy Classic 3.webp,.webp,25994,1762688223.2570417,Secura Shorts - Navy Classic 3,Innerwear,Kids,Kids Innerwear Secura Shorts - Navy Classic,kids innerwear secura shorts navy classic,,"['secura', 'shorts', 'navy', 'classic', '3']","['innerwear', 'secura', 'shorts', 'navy', 'classic', '3']","['kids', 'innerwear', 'secura', 'shorts', 'navy', 'classic', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura Shorts - Navy Classic 4.webp,.webp,25666,1762688223.2733107,Secura Shorts - Navy Classic 4,Innerwear,Kids,Kids Innerwear Secura Shorts - Navy Classic,kids innerwear secura shorts navy classic,,"['secura', 'shorts', 'navy', 'classic', '4']","['innerwear', 'secura', 'shorts', 'navy', 'classic', '4']","['kids', 'innerwear', 'secura', 'shorts', 'navy', 'classic', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Innerwear\Secura Shorts - Navy Classic 5.webp,.webp,18976,1762688223.2813957,Secura Shorts - Navy Classic 5,Innerwear,Kids,Kids Innerwear Secura Shorts - Navy Classic,kids innerwear secura shorts navy classic,,"['secura', 'shorts', 'navy', 'classic', '5']","['innerwear', 'secura', 'shorts', 'navy', 'classic', '5']","['kids', 'innerwear', 'secura', 'shorts', 'navy', 'classic', '5']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Bubble Gum 1.webp,.webp,36362,1762688224.0311117,Bubble Gum 1,Cotton Leggines,Leggings,Leggings Cotton Leggines Bubble Gum,leggings cotton leggines bubble gum,,"['bubble', 'gum', '1']","['cotton', 'leggines', 'bubble', 'gum', '1']","['leggings', 'cotton', 'leggines', 'bubble', 'gum', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Bubble Gum 2.webp,.webp,38558,1762688224.0430312,Bubble Gum 2,Cotton Leggines,Leggings,Leggings Cotton Leggines Bubble Gum,leggings cotton leggines bubble gum,,"['bubble', 'gum', '2']","['cotton', 'leggines', 'bubble', 'gum', '2']","['leggings', 'cotton', 'leggines', 'bubble', 'gum', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Bubble Gum 3.webp,.webp,36334,1762688224.0553927,Bubble Gum 3,Cotton Leggines,Leggings,Leggings Cotton Leggines Bubble Gum,leggings cotton leggines bubble gum,,"['bubble', 'gum', '3']","['cotton', 'leggines', 'bubble', 'gum', '3']","['leggings', 'cotton', 'leggines', 'bubble', 'gum', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Bubble Gum 4.webp,.webp,31880,1762688224.0671105,Bubble Gum 4,Cotton Leggines,Leggings,Leggings Cotton Leggines Bubble Gum,leggings cotton leggines bubble gum,,"['bubble', 'gum', '4']","['cotton', 'leggines', 'bubble', 'gum', '4']","['leggings', 'cotton', 'leggines', 'bubble', 'gum', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Butter Scottech 1.webp,.webp,34098,1762688224.084384,Butter Scottech 1,Cotton Leggines,Leggings,Leggings Cotton Leggines Butter Scottech,leggings cotton leggines butter scottech,,"['butter', 'scottech', '1']","['cotton', 'leggines', 'butter', 'scottech', '1']","['leggings', 'cotton', 'leggines', 'butter', 'scottech', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Butter Scottech 2.webp,.webp,32152,1762688224.0987818,Butter Scottech 2,Cotton Leggines,Leggings,Leggings Cotton Leggines Butter Scottech,leggings cotton leggines butter scottech,,"['butter', 'scottech', '2']","['cotton', 'leggines', 'butter', 'scottech', '2']","['leggings', 'cotton', 'leggines', 'butter', 'scottech', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Butter Scottech 3.webp,.webp,33772,1762688224.1127346,Butter Scottech 3,Cotton Leggines,Leggings,Leggings Cotton Leggines Butter Scottech,leggings cotton leggines butter scottech,,"['butter', 'scottech', '3']","['cotton', 'leggines', 'butter', 'scottech', '3']","['leggings', 'cotton', 'leggines', 'butter', 'scottech', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Butter Scottech 4.webp,.webp,24346,1762688224.1259391,Butter Scottech 4,Cotton Leggines,Leggings,Leggings Cotton Leggines Butter Scottech,leggings cotton leggines butter scottech,,"['butter', 'scottech', '4']","['cotton', 'leggines', 'butter', 'scottech', '4']","['leggings', 'cotton', 'leggines', 'butter', 'scottech', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Carben Balck 1 2.webp,.webp,30192,1762688224.1381443,Carben Balck 1 2,Cotton Leggines,Leggings,Leggings Cotton Leggines Carben Balck 1,leggings cotton leggines carben balck 1,,"['carben', 'balck', '1', '2']","['cotton', 'leggines', 'carben', 'balck', '1', '2']","['leggings', 'cotton', 'leggines', 'carben', 'balck', '1', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Carben Balck 1.webp,.webp,33966,1762688224.1502888,Carben Balck 1,Cotton Leggines,Leggings,Leggings Cotton Leggines Carben Balck,leggings cotton leggines carben balck,,"['carben', 'balck', '1']","['cotton', 'leggines', 'carben', 'balck', '1']","['leggings', 'cotton', 'leggines', 'carben', 'balck', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Carben Balck 3.webp,.webp,32794,1762688224.163247,Carben Balck 3,Cotton Leggines,Leggings,Leggings Cotton Leggines Carben Balck,leggings cotton leggines carben balck,,"['carben', 'balck', '3']","['cotton', 'leggines', 'carben', 'balck', '3']","['leggings', 'cotton', 'leggines', 'carben', 'balck', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Carben Balck 4.webp,.webp,26638,1762688224.1782732,Carben Balck 4,Cotton Leggines,Leggings,Leggings Cotton Leggines Carben Balck,leggings cotton leggines carben balck,,"['carben', 'balck', '4']","['cotton', 'leggines', 'carben', 'balck', '4']","['leggings', 'cotton', 'leggines', 'carben', 'balck', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Caremel Custed 2.webp,.webp,35636,1762688224.188109,Caremel Custed 2,Cotton Leggines,Leggings,Leggings Cotton Leggines Caremel Custed,leggings cotton leggines caremel custed,,"['caremel', 'custed', '2']","['cotton', 'leggines', 'caremel', 'custed', '2']","['leggings', 'cotton', 'leggines', 'caremel', 'custed', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Caremel Custed 3.webp,.webp,25242,1762688224.2055821,Caremel Custed 3,Cotton Leggines,Leggings,Leggings Cotton Leggines Caremel Custed,leggings cotton leggines caremel custed,,"['caremel', 'custed', '3']","['cotton', 'leggines', 'caremel', 'custed', '3']","['leggings', 'cotton', 'leggines', 'caremel', 'custed', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Caremel Custed.webp,.webp,34596,1762688224.217599,Caremel Custed,Cotton Leggines,Leggings,Leggings Cotton Leggines Caremel Custed,leggings cotton leggines caremel custed,,"['caremel', 'custed']","['cotton', 'leggines', 'caremel', 'custed']","['leggings', 'cotton', 'leggines', 'caremel', 'custed']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Grey 1.webp,.webp,33966,1762688224.2316341,Grey 1,Cotton Leggines,Leggings,Leggings Cotton Leggines Grey,leggings cotton leggines grey,,"['grey', '1']","['cotton', 'leggines', 'grey', '1']","['leggings', 'cotton', 'leggines', 'grey', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Grey 2.webp,.webp,30192,1762688224.2443025,Grey 2,Cotton Leggines,Leggings,Leggings Cotton Leggines Grey,leggings cotton leggines grey,,"['grey', '2']","['cotton', 'leggines', 'grey', '2']","['leggings', 'cotton', 'leggines', 'grey', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Grey 3.webp,.webp,32794,1762688224.2633023,Grey 3,Cotton Leggines,Leggings,Leggings Cotton Leggines Grey,leggings cotton leggines grey,,"['grey', '3']","['cotton', 'leggines', 'grey', '3']","['leggings', 'cotton', 'leggines', 'grey', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Grey 4.webp,.webp,26638,1762688224.27674,Grey 4,Cotton Leggines,Leggings,Leggings Cotton Leggines Grey,leggings cotton leggines grey,,"['grey', '4']","['cotton', 'leggines', 'grey', '4']","['leggings', 'cotton', 'leggines', 'grey', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Ink Blue  2.webp,.webp,41750,1762688224.2896345,Ink Blue  2,Cotton Leggines,Leggings,Leggings Cotton Leggines Ink Blue,leggings cotton leggines ink blue,,"['ink', 'blue', '2']","['cotton', 'leggines', 'ink', 'blue', '2']","['leggings', 'cotton', 'leggines', 'ink', 'blue', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Ink Blue  3.webp,.webp,37862,1762688224.3034048,Ink Blue  3,Cotton Leggines,Leggings,Leggings Cotton Leggines Ink Blue,leggings cotton leggines ink blue,,"['ink', 'blue', '3']","['cotton', 'leggines', 'ink', 'blue', '3']","['leggings', 'cotton', 'leggines', 'ink', 'blue', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Ink Blue  4.webp,.webp,31566,1762688224.317375,Ink Blue  4,Cotton Leggines,Leggings,Leggings Cotton Leggines Ink Blue,leggings cotton leggines ink blue,,"['ink', 'blue', '4']","['cotton', 'leggines', 'ink', 'blue', '4']","['leggings', 'cotton', 'leggines', 'ink', 'blue', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Ink Blue 1.webp,.webp,38702,1762688224.3343418,Ink Blue 1,Cotton Leggines,Leggings,Leggings Cotton Leggines Ink Blue,leggings cotton leggines ink blue,,"['ink', 'blue', '1']","['cotton', 'leggines', 'ink', 'blue', '1']","['leggings', 'cotton', 'leggines', 'ink', 'blue', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\La Burgandy 1.webp,.webp,37146,1762688224.3496401,La Burgandy 1,Cotton Leggines,Leggings,Leggings Cotton Leggines La Burgandy,leggings cotton leggines la burgandy,,"['la', 'burgandy', '1']","['cotton', 'leggines', 'la', 'burgandy', '1']","['leggings', 'cotton', 'leggines', 'la', 'burgandy', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\La Burgandy 2.webp,.webp,37688,1762688224.3638566,La Burgandy 2,Cotton Leggines,Leggings,Leggings Cotton Leggines La Burgandy,leggings cotton leggines la burgandy,,"['la', 'burgandy', '2']","['cotton', 'leggines', 'la', 'burgandy', '2']","['leggings', 'cotton', 'leggines', 'la', 'burgandy', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\La Burgandy 3.webp,.webp,37910,1762688224.3761537,La Burgandy 3,Cotton Leggines,Leggings,Leggings Cotton Leggines La Burgandy,leggings cotton leggines la burgandy,,"['la', 'burgandy', '3']","['cotton', 'leggines', 'la', 'burgandy', '3']","['leggings', 'cotton', 'leggines', 'la', 'burgandy', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\La Burgandy 4.webp,.webp,33386,1762688224.3911445,La Burgandy 4,Cotton Leggines,Leggings,Leggings Cotton Leggines La Burgandy,leggings cotton leggines la burgandy,,"['la', 'burgandy', '4']","['cotton', 'leggines', 'la', 'burgandy', '4']","['leggings', 'cotton', 'leggines', 'la', 'burgandy', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Lip Stick 1.webp,.webp,36290,1762688224.4066327,Lip Stick 1,Cotton Leggines,Leggings,Leggings Cotton Leggines Lip Stick,leggings cotton leggines lip stick,,"['lip', 'stick', '1']","['cotton', 'leggines', 'lip', 'stick', '1']","['leggings', 'cotton', 'leggines', 'lip', 'stick', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Lip Stick 2.webp,.webp,38526,1762688224.4191763,Lip Stick 2,Cotton Leggines,Leggings,Leggings Cotton Leggines Lip Stick,leggings cotton leggines lip stick,,"['lip', 'stick', '2']","['cotton', 'leggines', 'lip', 'stick', '2']","['leggings', 'cotton', 'leggines', 'lip', 'stick', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Lip Stick 3.webp,.webp,40410,1762688224.4323323,Lip Stick 3,Cotton Leggines,Leggings,Leggings Cotton Leggines Lip Stick,leggings cotton leggines lip stick,,"['lip', 'stick', '3']","['cotton', 'leggines', 'lip', 'stick', '3']","['leggings', 'cotton', 'leggines', 'lip', 'stick', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Lip Stick 4.webp,.webp,31074,1762688224.444672,Lip Stick 4,Cotton Leggines,Leggings,Leggings Cotton Leggines Lip Stick,leggings cotton leggines lip stick,,"['lip', 'stick', '4']","['cotton', 'leggines', 'lip', 'stick', '4']","['leggings', 'cotton', 'leggines', 'lip', 'stick', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Navy Classic  3.webp,.webp,35652,1762688224.4567924,Navy Classic  3,Cotton Leggines,Leggings,Leggings Cotton Leggines Navy Classic,leggings cotton leggines navy classic,,"['navy', 'classic', '3']","['cotton', 'leggines', 'navy', 'classic', '3']","['leggings', 'cotton', 'leggines', 'navy', 'classic', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Navy Classic  4.webp,.webp,27424,1762688224.4682958,Navy Classic  4,Cotton Leggines,Leggings,Leggings Cotton Leggines Navy Classic,leggings cotton leggines navy classic,,"['navy', 'classic', '4']","['cotton', 'leggines', 'navy', 'classic', '4']","['leggings', 'cotton', 'leggines', 'navy', 'classic', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Navy Classic 1.webp,.webp,32534,1762688224.4843996,Navy Classic 1,Cotton Leggines,Leggings,Leggings Cotton Leggines Navy Classic,leggings cotton leggines navy classic,,"['navy', 'classic', '1']","['cotton', 'leggines', 'navy', 'classic', '1']","['leggings', 'cotton', 'leggines', 'navy', 'classic', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Navy Classic 2.webp,.webp,32260,1762688224.4961717,Navy Classic 2,Cotton Leggines,Leggings,Leggings Cotton Leggines Navy Classic,leggings cotton leggines navy classic,,"['navy', 'classic', '2']","['cotton', 'leggines', 'navy', 'classic', '2']","['leggings', 'cotton', 'leggines', 'navy', 'classic', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Orange Tango  2.webp,.webp,40036,1762688224.510245,Orange Tango  2,Cotton Leggines,Leggings,Leggings Cotton Leggines Orange Tango,leggings cotton leggines orange tango,,"['orange', 'tango', '2']","['cotton', 'leggines', 'orange', 'tango', '2']","['leggings', 'cotton', 'leggines', 'orange', 'tango', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Orange Tango  3.webp,.webp,32298,1762688224.5229776,Orange Tango  3,Cotton Leggines,Leggings,Leggings Cotton Leggines Orange Tango,leggings cotton leggines orange tango,,"['orange', 'tango', '3']","['cotton', 'leggines', 'orange', 'tango', '3']","['leggings', 'cotton', 'leggines', 'orange', 'tango', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Orange Tango  4.webp,.webp,25358,1762688224.5351968,Orange Tango  4,Cotton Leggines,Leggings,Leggings Cotton Leggines Orange Tango,leggings cotton leggines orange tango,,"['orange', 'tango', '4']","['cotton', 'leggines', 'orange', 'tango', '4']","['leggings', 'cotton', 'leggines', 'orange', 'tango', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Orange Tango 1.webp,.webp,38110,1762688224.546939,Orange Tango 1,Cotton Leggines,Leggings,Leggings Cotton Leggines Orange Tango,leggings cotton leggines orange tango,,"['orange', 'tango', '1']","['cotton', 'leggines', 'orange', 'tango', '1']","['leggings', 'cotton', 'leggines', 'orange', 'tango', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Pearl White 1.webp,.webp,30246,1762688224.5621467,Pearl White 1,Cotton Leggines,Leggings,Leggings Cotton Leggines Pearl White,leggings cotton leggines pearl white,,"['pearl', 'white', '1']","['cotton', 'leggines', 'pearl', 'white', '1']","['leggings', 'cotton', 'leggines', 'pearl', 'white', '1']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Pearl White 2.webp,.webp,29808,1762688224.5901308,Pearl White 2,Cotton Leggines,Leggings,Leggings Cotton Leggines Pearl White,leggings cotton leggines pearl white,,"['pearl', 'white', '2']","['cotton', 'leggines', 'pearl', 'white', '2']","['leggings', 'cotton', 'leggines', 'pearl', 'white', '2']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Pearl White 3.webp,.webp,27750,1762688224.6037736,Pearl White 3,Cotton Leggines,Leggings,Leggings Cotton Leggines Pearl White,leggings cotton leggines pearl white,,"['pearl', 'white', '3']","['cotton', 'leggines', 'pearl', 'white', '3']","['leggings', 'cotton', 'leggines', 'pearl', 'white', '3']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Pearl White 4.webp,.webp,24202,1762688224.6151206,Pearl White 4,Cotton Leggines,Leggings,Leggings Cotton Leggines Pearl White,leggings cotton leggines pearl white,,"['pearl', 'white', '4']","['cotton', 'leggines', 'pearl', 'white', '4']","['leggings', 'cotton', 'leggines', 'pearl', 'white', '4']",,0.0,False
C:\Users\ganesh\Downloads\Twin Birds\Twin Birds\Kids\Leggings\Cotton Leggines\Pink Paradise  2.webp,.webp,38758,1762688224.632478,Pink Paradise  2,Cotton Leggines,Leggings,Leggings Cotton Leggines Pink Paradise,leggings cotton leggines pink paradise,,"['pink', 'paradise', '2']","['cotton', 'leggines', 'pink', 'paradise', '2']","['leggings', 'cotton', 'leggines', 'pink', 'paradise', '2']",,0.0,False
